=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.04.24 15:11:53 =~=~=~=~=~=~=~=~=~=~=~=
2021424151145, 25.84
2021424151150, 25.84
2021424151155, 25.84
202142415120, 25.88
202142415125, 25.84
2021424151210, 25.88
2021424151215, 25.91
2021424151220, 25.88
2021424151225, 25.91
2021424151230, 25.91
2021424151235, 25.88
2021424151240, 25.88
2021424151245, 25.88
2021424151250, 25.84
2021424151255, 25.84
202142415130, 25.81
202142415135, 25.84
2021424151310, 25.84
2021424151315, 25.84
2021424151321, 25.88
2021424151326, 25.84
2021424151331, 25.88
2021424151336, 25.84
2021424151341, 25.81
2021424151346, 25.84
2021424151351, 25.84
2021424151356, 25.81
202142415141, 25.84
202142415146, 25.81
2021424151411, 25.84
2021424151416, 25.84
2021424151421, 25.84
2021424151426, 25.81
2021424151431, 25.81
2021424151436, 25.81
2021424151441, 25.81
2021424151446, 25.81
2021424151451, 25.78
2021424151456, 25.78
202142415151, 25.78
202142415156, 25.78
2021424151511, 25.75
2021424151516, 25.78
2021424151521, 25.75
2021424151526, 25.78
2021424151531, 25.78
2021424151537, 25.81
2021424151542, 25.81
2021424151547, 25.78
2021424151552, 25.81
2021424151557, 25.78
202142415162, 25.81
202142415167, 25.81
2021424151612, 25.78
2021424151617, 25.81
2021424151622, 25.81
2021424151627, 25.84
2021424151632, 25.78
2021424151637, 25.81
2021424151642, 25.78
2021424151647, 25.75
2021424151652, 25.75
2021424151657, 25.75
202142415172, 25.75
202142415177, 25.72
2021424151712, 25.75
2021424151717, 25.75
2021424151722, 25.75
2021424151727, 25.75
2021424151732, 25.75
2021424151737, 25.72
2021424151742, 25.75
2021424151747, 25.78
2021424151753, 25.72
2021424151758, 25.75
202142415183, 25.72
202142415188, 25.75
2021424151813, 25.75
2021424151818, 25.75
2021424151823, 25.72
2021424151828, 25.72
2021424151833, 25.72
2021424151838, 25.75
2021424151843, 25.75
2021424151848, 25.72
2021424151853, 25.72
2021424151858, 25.75
202142415193, 25.72
202142415198, 25.72
2021424151913, 25.78
2021424151918, 25.72
2021424151923, 25.78
2021424151928, 25.75
2021424151933, 25.75
2021424151938, 25.72
2021424151943, 25.72
2021424151948, 25.75
2021424151953, 25.75
2021424151958, 25.75
202142415203, 25.72
202142415209, 25.75
2021424152014, 25.72
2021424152019, 25.69
2021424152024, 25.72
2021424152029, 25.75
2021424152034, 25.72
2021424152039, 25.75
2021424152044, 25.75
2021424152049, 25.72
2021424152054, 25.72
2021424152059, 25.72
202142415214, 25.75
202142415219, 25.75
2021424152114, 25.78
2021424152119, 25.75
2021424152124, 25.78
2021424152129, 25.81
2021424152134, 25.81
2021424152139, 25.81
2021424152144, 25.78
2021424152149, 25.75
2021424152154, 25.75
2021424152159, 25.75
202142415224, 25.75
202142415229, 25.75
2021424152214, 25.75
2021424152219, 25.75
2021424152225, 25.75
2021424152230, 25.78
2021424152235, 25.75
2021424152240, 25.75
2021424152245, 25.75
2021424152250, 25.75
2021424152255, 25.78
202142415230, 25.75
202142415235, 25.75
2021424152310, 25.75
2021424152315, 25.75
2021424152320, 25.75
2021424152325, 25.75
2021424152330, 25.78
2021424152335, 25.72
2021424152340, 25.75
2021424152345, 25.69
2021424152350, 25.72
2021424152355, 25.75
202142415240, 25.75
202142415245, 25.72
2021424152410, 25.75
2021424152415, 25.72
2021424152420, 25.69
2021424152425, 25.69
2021424152430, 25.69
2021424152435, 25.69
2021424152441, 25.69
2021424152446, 25.66
2021424152451, 25.66
2021424152456, 25.69
202142415251, 25.66
202142415256, 25.66
2021424152511, 25.69
2021424152516, 25.69
2021424152521, 25.66
2021424152526, 25.66
2021424152531, 25.69
2021424152536, 25.69
2021424152541, 25.69
2021424152546, 25.69
2021424152551, 25.72
2021424152556, 25.69
202142415261, 25.69
202142415266, 25.69
2021424152611, 25.66
2021424152616, 25.63
2021424152621, 25.69
2021424152626, 25.63
2021424152631, 25.63
2021424152636, 25.63
2021424152641, 25.63
2021424152646, 25.63
2021424152651, 25.63
2021424152657, 25.63
202142415272, 25.63
202142415277, 25.63
2021424152712, 25.59
2021424152717, 25.59
2021424152722, 25.59
2021424152727, 25.59
2021424152732, 25.63
2021424152737, 25.59
2021424152742, 25.56
2021424152747, 25.56
2021424152752, 25.59
