=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.10 18:36:20 =~=~=~=~=~=~=~=~=~=~=~=
496, 54.0, 24.0,  189,  106,   39
498, 54.0, 24.0,  227,  107,   39
500, 54.0, 24.0,  134,  117,   39
502, 54.0, 24.0,  150,  102,   39
504, 54.0, 24.0,  235,  124,   39
506, 54.0, 24.0,  192,  126,   39
508, 54.0, 24.0,  113,  194,   39
510, 54.0, 24.0,  151,   81,   39
512, 54.0, 24.0,  230,  153,   39
514, 54.0, 24.0,  217,  105,   39
516, 54.0, 24.0,  148,   95,   39
518, 54.0, 24.0,  111,  123,   39
520, 54.0, 24.0,  178,  115,   39
522, 54.0, 24.0,  235,  116,   39
524, 54.0, 24.0,  212,  132,   39
526, 54.0, 24.0,  142,  133,   39
528, 54.0, 24.0,  116,   97,   39
530, 54.0, 24.0,  203,  100,   39
532, 54.0, 24.0,  232,  105,   39
534, 54.0, 24.0,  188,   93,   39
536, 54.0, 24.0,  119,  135,   39
538, 54.0, 24.0,  125,  107,   39
540, 54.0, 24.0,  193,  112,   39
542, 54.0, 24.0,  236,  140,   39
544, 54.0, 24.0,  225,  172,   39
547, 54.0, 24.0,  179,   76,   39
549, 54.0, 24.0,  117,  168,   39
551, 54.0, 24.0,  125,   54,   39
553, 54.0, 24.0,  191,  122,   39
555, 54.0, 24.0,  236,  120,   39
557, 54.0, 24.0,  219,  117,   39
559, 54.0, 24.0,  158,  140,   39
561, 54.0, 24.0,  111,  110,   39
563, 54.0, 24.0,  141,  116,   39
565, 54.0, 24.0,  202,  105,   39
567, 54.0, 24.0,  236,   93,   39
569, 54.0, 24.0,  229,  142,   39
571, 54.0, 24.0,  190,  101,   39
573, 54.0, 24.0,  127,  136,   39
575, 54.0, 24.0,  123,  111,   39
577, 54.0, 24.0,  202,  138,   39
579, 54.0, 24.0,  238,  101,   39
581, 54.0, 24.0,  217,  101,   39
583, 54.0, 24.0,  171,  124,   39
585, 54.0, 24.0,  120,   32,   39
587, 54.0, 24.0,  116,  154,   39
589, 54.0, 24.0,  175,   85,   39
591, 54.0, 24.0,  233,   81,   39
593, 54.0, 24.0,  221,   59,   39
595, 54.0, 24.0,  160,   87,   39
597, 54.0, 24.0,  110,  153,   39
599, 54.0, 24.0,  148,  126,   39
601, 54.0, 24.0,  215,  106,   39
603, 54.0, 24.0,  236,   58,   39
605, 54.0, 24.0,  203,  132,   39
607, 54.0, 24.0,  148,  128,   39
609, 54.0, 24.0,  113,  110,   39
611, 54.0, 24.0,  112,   72,   39
613, 54.0, 24.0,  129,  256,   39
615, 54.0, 24.0,  151,   60,   39
617, 54.0, 24.0,  172,   35,   39
619, 54.0, 24.0,  199,  110,   39
621, 54.0, 24.0,  224,   95,   39
623, 54.0, 24.0,  237,   88,   39
626, 54.0, 24.0,  224,  105,   39
628, 54.0, 24.0,  180,   99,   39
630, 54.0, 24.0,  113,  107,   39
632, 54.0, 24.0,  153,   86,   39
634, 54.0, 24.0,  231,  111,   39
636, 54.0, 24.0,  218,  101,   39
638, 54.0, 24.0,  143,  137,   39
640, 54.0, 24.0,  115,  195,   39
642, 54.0, 24.0,  185,  151,   39
644, 54.0, 24.0,  236,  113,   39
646, 54.0, 24.0,  218,   75,   39
648, 54.0, 24.0,  167,  173,   39
650, 54.0, 24.0,  115,   85,   39
652, 54.0, 24.0,  119,   41,   39
654, 54.0, 24.0,  172,   64,   39
656, 54.0, 24.0,  222,  134,   39
658, 54.0, 24.0,  237,   88,   39
660, 54.0, 24.0,  216,  212,   39
662, 54.0, 24.0,  169,  109,   39
664, 54.0, 24.0,  120,   67,   39
666, 54.0, 24.0,  113,  266,   39
668, 54.0, 24.0,  170,   60,   39
670, 54.0, 24.0,  223,  110,   39
672, 54.0, 24.0,  228,  170,   39
674, 54.0, 24.0,  175,  124,   39
676, 54.0, 24.0,  111,  114,   39
678, 54.0, 24.0,  139,  106,   39
680, 54.0, 24.0,  196,   94,   39
682, 54.0, 24.0,  226,  115,   39
684, 54.0, 24.0,  236,  150,   39
686, 54.0, 24.0,  231,   61,   39
688, 54.0, 24.0,  220,  118,   39
690, 54.0, 24.0,  190,  119,   39
692, 54.0, 24.0,  138,  129,   39
694, 54.0, 24.0,  103,   95,   39
696, 54.0, 24.0,  147,   91,   39
698, 54.0, 24.0,  211,  219,   39
700, 54.0, 24.0,  240,  166,   39
702, 54.0, 24.0,  223,   36,   39
705, 54.0, 24.0,  180,   68,   39
707, 54.0, 24.0,  128,   77,   39
709, 54.0, 24.0,  112,   97,   39
711, 54.0, 24.0,  152,  160,   39
713, 54.0, 24.0,  206,  116,   39
715, 54.0, 24.0,  237,  110,   39
717, 54.0, 24.0,  234,   87,   39
719, 54.0, 24.0,  220,  105,   39
721, 54.0, 24.0,  207,   81,   39
723, 54.0, 24.0,  195,   94,   39
725, 54.0, 24.0,  184,  106,   39
727, 54.0, 24.0,  176,  158,   39
729, 54.0, 24.0,  175,  129,   39
731, 54.0, 24.0,  177,  106,   39
733, 54.0, 24.0,  174,  114,   39
735, 54.0, 24.0,  157,  201,   39
737, 54.0, 24.0,  128,   71,   39
739, 54.0, 24.0,  111,   96,   39
741, 54.0, 24.0,  119,  106,   39
743, 54.0, 24.0,  139,   94,   39
745, 54.0, 24.0,  153,  118,   39
747, 54.0, 24.0,  163,  106,   39
749, 54.0, 24.0,  175,  188,   39
751, 54.0, 24.0,  177,  160,   39
753, 54.0, 24.0,  176,  107,   39
755, 54.0, 24.0,  174,   73,   39
757, 54.0, 24.0,  176,  140,   39
759, 54.0, 24.0,  186,  150,   39
761, 54.0, 24.0,  197,   88,   39
763, 54.0, 24.0,  212,  105,   39
765, 54.0, 24.0,  226,  139,   39
767, 54.0, 24.0,  237,  105,   39
769, 54.0, 24.0,  238,  118,   39
771, 54.0, 24.0,  226,  128,   39
773, 54.0, 24.0,  197,  132,   39
775, 54.0, 24.0,  137,  138,   39
777, 54.0, 24.0,  118,   77,   39
779, 54.0, 24.0,  211,   88,   39
782, 54.0, 24.0,  226,  135,   39
784, 54.0, 24.0,  133,  144,   39
786, 54.0, 24.0,  148,  107,   39
788, 54.0, 24.0,  236,   80,   39
790, 54.0, 24.0,  207,  126,   39
792, 54.0, 24.0,  127,  108,   39
794, 54.0, 24.0,  128,  128,   39
796, 54.0, 24.0,  207,   98,   39
798, 54.0, 24.0,  239,  121,   39
800, 54.0, 24.0,  203,  150,   39
802, 54.0, 24.0,  131,  109,   39
804, 54.0, 24.0,  127,  142,   39
806, 54.0, 24.0,  222,   63,   39
808, 54.0, 24.0,  211,   92,   39
810, 54.0, 24.0,  111,   64,   39
812, 54.0, 24.0,  224,  147,   39
814, 54.0, 24.0,  194,  140,   39
816, 54.0, 24.0,  115,   99,   39
818, 54.0, 24.0,  230,  114,   39
820, 54.0, 24.0,  199,  127,   39
822, 54.0, 24.0,  111,   84,   39
824, 54.0, 24.0,  195,  118,   39
826, 54.0, 24.0,  232,   77,   39
828, 54.0, 24.0,  144,   61,   39
830, 54.0, 24.0,  143,   96,   39
832, 54.0, 24.0,  236,   39,   39
834, 54.0, 24.0,  177,  119,   39
836, 54.0, 24.0,  116,  130,   39
838, 54.0, 24.0,  223,   61,   39
840, 54.0, 24.0,  206,   56,   39
842, 54.0, 24.0,   99,   65,   39
844, 54.0, 24.0,  210,  104,   39
846, 54.0, 24.0,  202,  163,   39
848, 54.0, 24.0,  112,  110,   39
850, 54.0, 24.0,  224,  172,   39
852, 54.0, 24.0,  204,   46,   39
854, 54.0, 24.0,  111,  124,   39
856, 54.0, 24.0,  184,   97,   39
858, 54.0, 24.0,  235,  120,   39
861, 54.0, 24.0,  167,  143,   39
863, 54.0, 24.0,  112,  139,   39
865, 54.0, 24.0,  209,   90,   39
867, 54.0, 24.0,  223,  178,   39
869, 54.0, 24.0,  135,  136,   39
871, 54.0, 23.0,  135,  115,   39
873, 54.0, 24.0,  225,  135,   39
875, 54.0, 23.0,  213,  111,   39
877, 54.0, 23.0,  127,  154,   39
879, 54.0, 23.0,  137,  170,   39
881, 54.0, 23.0,  218,  140,   39
883, 54.0, 23.0,  227,  146,   39
885, 54.0, 23.0,  171,  130,   39
887, 54.0, 23.0,  112,  132,   39
889, 54.0, 23.0,  134,   98,   39
891, 54.0, 23.0,  196,  118,   39
893, 54.0, 23.0,  234,  208,   39
895, 54.0, 23.0,  227,  109,   39
897, 54.0, 24.0,  188,  135,   39
899, 54.0, 23.0,  121,  123,   39
901, 54.0, 23.0,  120,  125,   39
903, 54.0, 23.0,  183,  110,   39
905, 54.0, 23.0,  231,   54,   39
907, 54.0, 23.0,  228,  147,   39
909, 54.0, 23.0,  186,  135,   39
911, 54.0, 24.0,  132,   93,   39
913, 54.0, 23.0,  111,  117,   39
915, 54.0, 23.0,  142,  126,   39
917, 54.0, 23.0,  190,   82,   39
919, 54.0, 23.0,  228,  126,   39
921, 54.0, 23.0,  235,   79,   39
923, 54.0, 23.0,  214,  185,   39
925, 54.0, 23.0,  174,  109,   39
927, 54.0, 23.0,  129,   77,   39
929, 54.0, 23.0,  109,   97,   39
931, 54.0, 23.0,  129,   80,   39
933, 54.0, 23.0,  172,  191,   39
935, 54.0, 23.0,  219,  100,   39
937, 54.0, 23.0,  235,   99,   39
940, 54.0, 23.0,  204,  144,   39
942, 54.0, 23.0,  140,   29,   39
944, 54.0, 23.0,  109,   63,   39
946, 54.0, 23.0,  146,  106,   39
948, 54.0, 23.0,  197,   96,   39
950, 54.0, 23.0,  231,   84,   39
952, 54.0, 23.0,  227,   99,   39
954, 54.0, 23.0,  188,   66,   39
956, 54.0, 23.0,  128,   92,   39
958, 54.0, 23.0,  112,   73,   39
960, 54.0, 23.0,  164,  256,   39
962, 54.0, 23.0,  212,  103,   39
964, 54.0, 23.0,  233,  127,   39
966, 54.0, 23.0,  219,  110,   39
968, 54.0, 23.0,  176,  298,   39
970, 54.0, 23.0,  121,  121,   39
972, 54.0, 23.0,  119,  176,   39
974, 54.0, 23.0,  181,  155,   39
976, 54.0, 23.0,  229,   20,   39
978, 54.0, 23.0,  230,  119,   39
980, 54.0, 23.0,  202,   82,   39
982, 54.0, 23.0,  161,   99,   39
984, 54.0, 23.0,  124,   98,   39
986, 54.0, 23.0,  109,  161,   39
988, 54.0, 23.0,  121,   33,   39
990, 54.0, 23.0,  152,   68,   39
992, 54.0, 23.0,  190,  107,   39
994, 54.0, 23.0,  220,  151,   39
996, 54.0, 23.0,  237,  126,   39
998, 54.0, 23.0,  219,   94,   39
1000, 54.0, 23.0,  163,  130,   39
1002, 54.0, 23.0,  111,  129,   39
1004, 54.0, 23.0,  137,  114,   39
1006, 54.0, 23.0,  195,  138,   39
1008, 54.0, 23.0,  233,  103,   39
1010, 54.0, 24.0,  232,   97,   39
1012, 54.0, 23.0,  195,  138,   39
1014, 54.0, 23.0,  136,   96,   39
1017, 54.0, 23.0,  111,   92,   39
1019, 54.0, 23.0,  147,  142,   39
1021, 54.0, 23.0,  187,  152,   39
1023, 54.0, 23.0,  212,   91,   39
1025, 54.0, 24.0,  230,   50,   39
1027, 54.0, 23.0,  236,   59,   39
1029, 54.0, 24.0,  224,  147,   39
1031, 54.0, 23.0,  195,   63,   39
1033, 54.0, 23.0,  160,   99,   39
1035, 54.0, 24.0,  125,  163,   39
1037, 54.0, 24.0,  111,  119,   39
1039, 54.0, 23.0,  138,  115,   39
1041, 54.0, 23.0,  178,   89,   39
1043, 54.0, 24.0,  220,  121,   39
1045, 54.0, 24.0,  232,  118,   39
1047, 54.0, 24.0,  166,  191,   39
1049, 54.0, 23.0,  118,  141,   39
1051, 54.0, 24.0,  227,   74,   39
1053, 54.0, 24.0,  177,  153,   39
1055, 54.0, 24.0,  149,  127,   39
1057, 54.0, 23.0,  226,  126,   39
1059, 54.0, 23.0,  110,  151,   39
1061, 54.0, 23.0,  233,  180,   39
1063, 54.0, 23.0,  146,  134,   39
1065, 53.0, 23.0,  198,  130,   39
1067, 54.0, 23.0,  189,   72,   39
1069, 53.0, 23.0,  145,  163,   39
1071, 54.0, 23.0,  227,  147,   39
1073, 53.0, 23.0,  110,   67,   39
1075, 54.0, 23.0,  228,  218,   39
1077, 53.0, 23.0,  174,  124,   39
1079, 53.0, 23.0,  126,   82,   39
1081, 54.0, 23.0,  229,   95,   39
1083, 53.0, 23.0,  212,  137,   39
1085, 53.0, 23.0,  130,  123,   39
1087, 54.0, 24.0,  132,   19,   39
1089, 54.0, 23.0,  228,  131,   39
1091, 53.0, 23.0,  209,   50,   39
1094, 53.0, 23.0,  116,  155,   39
1096, 54.0, 23.0,  162,  103,   39
1098, 54.0, 23.0,  234,  126,   39
1100, 53.0, 24.0,  219,  141,   39
1102, 54.0, 23.0,  157,  117,   39
1104, 53.0, 23.0,  111,   80,   39
1106, 53.0, 23.0,  140,  106,   39
1108, 54.0, 23.0,  213,  112,   39
1110, 54.0, 23.0,  235,  127,   39
1112, 54.0, 23.0,  201,  148,   39
1114, 53.0, 23.0,  143,  124,   39
1116, 53.0, 23.0,  110,   92,   39
1118, 53.0, 23.0,  156,  107,   39
1120, 53.0, 23.0,  226,  100,   39
1122, 53.0, 23.0,  223,  104,   39
1124, 53.0, 23.0,  152,  111,   39
1126, 53.0, 23.0,  115,  101,   39
1128, 53.0, 23.0,  204,   94,   39
1130, 53.0, 23.0,  230,   96,   39
1132, 53.0, 23.0,  154,  113,   39
1134, 53.0, 23.0,  127,   85,   39
1136, 53.0, 23.0,  235,   90,   39
1138, 53.0, 23.0,  180,  136,   39
1140, 53.0, 23.0,  117,  136,   39
1142, 53.0, 23.0,  229,  112,   39
1144, 53.0, 23.0,  193,  115,   39
1146, 53.0, 23.0,  113,  123,   39
1148, 53.0, 23.0,  218,  136,   39
1150, 53.0, 23.0,  192,  111,   39
1152, 53.0, 23.0,  113,   60,   39
1154, 53.0, 23.0,  227,  125,   39
1156, 53.0, 23.0,  174,  106,   39
1158, 53.0, 23.0,  134,  121,   39
1160, 53.0, 23.0,  238,   76,   39
1162, 53.0, 23.0,  171,  126,   39
1164, 53.0, 24.0,  121,  176,   39
1166, 53.0, 23.0,  234,   68,   39
1168, 53.0, 23.0,  184,  110,   39
1170, 53.0, 23.0,  112,   75,   39
1173, 53.0, 23.0,  199,  107,   39
1175, 53.0, 23.0,  234,  102,   39
1177, 53.0, 23.0,  171,   93,   39
1179, 54.0, 23.0,  110,   83,   39
1181, 53.0, 23.0,  178,  100,   39
1183, 53.0, 23.0,  237,  117,   39
1185, 53.0, 23.0,  199,  153,   39
1187, 53.0, 23.0,  112,   93,   39
1189, 53.0, 23.0,  186,  155,   39
1191, 53.0, 23.0,  232,  128,   39
1193, 53.0, 23.0,  146,   36,   39
1195, 53.0, 23.0,  136,  128,   39
1197, 53.0, 23.0,  233,  112,   39
1199, 53.0, 23.0,  201,  125,   39
1201, 53.0, 23.0,  111,  165,   39
1203, 53.0, 23.0,  194,  118,   39
1205, 53.0, 23.0,  227,  227,   39
1207, 53.0, 23.0,  132,  167,   39
1209, 53.0, 23.0,  156,  135,   39
1211, 53.0, 23.0,  237,  104,   39
1213, 53.0, 23.0,  165,  101,   39
1215, 53.0, 23.0,  127,   97,   39
1217, 53.0, 23.0,  235,  176,   39
1219, 53.0, 23.0,  186,  113,   39
1221, 53.0, 23.0,  111,   55,   39
1223, 53.0, 23.0,  205,  178,   39
1225, 53.0, 23.0,  222,  141,   39
1227, 53.0, 23.0,  116,   10,   39
1229, 53.0, 23.0,  205,   63,   39
1231, 53.0, 23.0,  204,  153,   39
1233, 53.0, 23.0,  111,  113,   39
1235, 53.0, 23.0,  226,   19,   39
1237, 53.0, 23.0,  193,  173,   39
1239, 53.0, 23.0,  113,  147,   39
1241, 53.0, 23.0,  224,  110,   39
1243, 53.0, 23.0,  198,  165,   39
1245, 53.0, 23.0,  112,   75,   39
1247, 53.0, 23.0,  220,  174,   39
1250, 53.0, 23.0,  213,   85,   39
1252, 53.0, 23.0,  124,  113,   39
1254, 53.0, 23.0,  148,  133,   39
1256, 53.0, 23.0,  235,  196,   39
1258, 53.0, 23.0,  191,  140,   39
1260, 53.0, 23.0,  110,  169,   39
1262, 53.0, 23.0,  181,  115,   39
1264, 53.0, 23.0,  236,   91,   39
1266, 53.0, 23.0,  209,  155,   39
1268, 53.0, 23.0,  142,  141,   39
1270, 53.0, 23.0,  112,  105,   39
1272, 53.0, 23.0,  190,  159,   39
1274, 53.0, 23.0,  236,   83,   39
1276, 53.0, 23.0,  182,  201,   39
1278, 53.0, 23.0,  110,   93,   39
1280, 53.0, 23.0,  194,  156,   39
1282, 53.0, 23.0,  237,  118,   39
1284, 53.0, 23.0,  223,  154,   39
1286, 53.0, 23.0,  200,  168,   39
1288, 53.0, 23.0,  180,  122,   39
1290, 53.0, 23.0,  158,  131,   39
1292, 53.0, 23.0,  130,   55,   39
1294, 53.0, 23.0,  110,  184,   39
1296, 53.0, 23.0,  127,   65,   39
1298, 53.0, 23.0,  176,  157,   39
1300, 53.0, 23.0,  222,   86,   39
1302, 53.0, 23.0,  234,   91,   39
1304, 53.0, 23.0,  194,  134,   39
1306, 53.0, 23.0,  124,   89,   39
1308, 53.0, 23.0,  131,  120,   39
1310, 53.0, 23.0,  213,  120,   39
1312, 53.0, 23.0,  236,  125,   39
1314, 53.0, 23.0,  207,   74,   39
1316, 53.0, 23.0,  150,   58,   39
1318, 53.0, 23.0,  110,   85,   39
1320, 53.0, 23.0,  157,  134,   39
