=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.10 18:36:20 =~=~=~=~=~=~=~=~=~=~=~=
2, 56.0, 23.0,  111,  136,   39
4, 55.0, 23.0,  231,  110,   39
6, 55.0, 23.0,  159,   68,   39
8, 56.0, 23.0,  156,  126,   39
10, 55.0, 23.0,  228,  124,   39
12, 55.0, 23.0,  117,  123,   39
14, 55.0, 24.0,  199,  120,   39
16, 55.0, 24.0,  211,   94,   39
18, 55.0, 24.0,  112,  128,   39
20, 55.0, 24.0,  233,  106,   39
22, 55.0, 24.0,  165,   97,   39
24, 55.0, 24.0,  150,  104,   39
26, 55.0, 24.0,  231,  114,   39
28, 55.0, 24.0,  112,  129,   39
30, 55.0, 24.0,  234,  115,   39
32, 55.0, 24.0,  139,   81,   39
34, 55.0, 24.0,  206,   92,   39
36, 55.0, 24.0,  182,  115,   39
38, 55.0, 24.0,  157,   62,   39
40, 55.0, 24.0,  221,   96,   39
42, 55.0, 24.0,  112,  123,   39
44, 55.0, 24.0,  237,   76,   39
46, 55.0, 24.0,  111,  103,   39
48, 55.0, 24.0,  236,  110,   39
50, 55.0, 24.0,  126,  109,   39
52, 55.0, 24.0,  177,   83,   39
54, 55.0, 24.0,  238,  109,   39
56, 55.0, 24.0,  198,  113,   39
58, 55.0, 24.0,  145,  110,   39
60, 55.0, 24.0,  113,   89,   39
62, 55.0, 24.0,  111,  120,   39
64, 55.0, 24.0,  145,  113,   39
66, 55.0, 24.0,  191,  131,   39
68, 55.0, 24.0,  220,  164,   39
70, 55.0, 24.0,  230,   99,   39
72, 55.0, 24.0,  218,  108,   39
74, 55.0, 24.0,  191,  146,   39
76, 55.0, 24.0,  139,  108,   39
79, 55.0, 24.0,  111,  112,   39
81, 55.0, 24.0,  204,  141,   39
83, 55.0, 24.0,  205,  111,   39
85, 55.0, 24.0,  113,  120,   39
87, 55.0, 24.0,  232,  302,   39
89, 55.0, 24.0,  109,  335,   39
91, 55.0, 24.0,  227,   69,   39
93, 55.0, 24.0,  111,  148,   39
95, 55.0, 24.0,  227,   58,   39
97, 55.0, 24.0,  109,  121,   39
99, 55.0, 24.0,  233,  113,   39
101, 55.0, 24.0,  109,  216,   39
103, 55.0, 24.0,  231,  123,   39
105, 55.0, 24.0,  138,  111,   39
107, 55.0, 24.0,  195,   41,   39
109, 55.0, 24.0,  198,  187,   39
111, 55.0, 24.0,  125,   43,   39
113, 55.0, 24.0,  235,  119,   39
115, 55.0, 24.0,  125,   87,   39
117, 55.0, 24.0,  200,  103,   39
119, 55.0, 24.0,  200,  163,   39
121, 55.0, 24.0,  116,  226,   39
123, 55.0, 24.0,  234,  466,   39
125, 55.0, 24.0,  155,  105,   39
127, 55.0, 24.0,  148,  251,   39
129, 55.0, 24.0,  235,  125,   39
131, 55.0, 24.0,  136,  195,   39
133, 55.0, 24.0,  176,  185,   39
135, 55.0, 24.0,  223,  106,   39
137, 55.0, 24.0,  110,  197,   39
139, 55.0, 24.0,  228,  118,   39
141, 55.0, 24.0,  160,  131,   39
143, 55.0, 24.0,  172,  163,   39
145, 55.0, 24.0,  214,  145,   39
147, 55.0, 24.0,  114,  112,   39
149, 55.0, 24.0,  236,   94,   39
151, 55.0, 24.0,  158,  115,   39
153, 55.0, 24.0,  136,  107,   39
155, 55.0, 24.0,  236,   76,   39
158, 55.0, 24.0,  162,  158,   39
160, 55.0, 24.0,  137,  131,   39
162, 55.0, 24.0,  236,  110,   39
164, 55.0, 24.0,  160,  102,   39
166, 55.0, 24.0,  130,  137,   39
168, 55.0, 24.0,  233,  100,   39
170, 55.0, 24.0,  189,  107,   39
172, 55.0, 24.0,  109,  124,   39
174, 55.0, 24.0,  194,  158,   39
176, 55.0, 24.0,  232,  133,   39
178, 55.0, 24.0,  169,   78,   39
180, 55.0, 24.0,  109,  165,   39
182, 55.0, 24.0,  166,  139,   39
184, 55.0, 24.0,  230,  102,   39
186, 55.0, 24.0,  221,  117,   39
188, 55.0, 24.0,  170,  125,   39
190, 55.0, 24.0,  112,  117,   39
192, 55.0, 24.0,  142,   63,   39
194, 55.0, 24.0,  226,  159,   39
196, 55.0, 24.0,  214,   73,   39
198, 55.0, 24.0,  125,  165,   39
200, 55.0, 24.0,  149,  139,   39
202, 55.0, 24.0,  234,   39,   39
204, 55.0, 24.0,  198,  129,   39
206, 55.0, 24.0,  115,  142,   39
208, 55.0, 24.0,  146,  331,   39
210, 55.0, 24.0,  224,   29,   39
212, 55.0, 24.0,  225,  179,   39
214, 55.0, 24.0,  158,   92,   39
216, 55.0, 24.0,  110,   86,   39
218, 55.0, 24.0,  184,  135,   39
220, 55.0, 24.0,  236,   97,   39
222, 55.0, 24.0,  200,   97,   39
224, 55.0, 24.0,  115,  433,   39
226, 55.0, 24.0,  165,  141,   39
228, 55.0, 24.0,  235,  150,   39
230, 55.0, 24.0,  151,  201,   39
232, 55.0, 24.0,  138,  149,   39
235, 55.0, 24.0,  233,  118,   39
237, 55.0, 24.0,  189,   47,   39
239, 55.0, 24.0,  110,   84,   39
241, 55.0, 24.0,  158,  124,   39
243, 55.0, 24.0,  231,  123,   39
245, 55.0, 24.0,  211,   92,   39
247, 55.0, 24.0,  132,  106,   39
249, 55.0, 24.0,  125,  141,   39
251, 55.0, 24.0,  213,  149,   39
253, 55.0, 24.0,  225,  127,   39
255, 55.0, 24.0,  148,  177,   39
257, 55.0, 24.0,  122,   83,   39
259, 55.0, 24.0,  219,   98,   39
261, 55.0, 24.0,  218,  128,   39
263, 55.0, 24.0,  119,   54,   39
265, 55.0, 24.0,  184,  126,   39
267, 55.0, 24.0,  223,  164,   39
269, 55.0, 24.0,  114,  141,   39
271, 55.0, 24.0,  203,  120,   39
273, 55.0, 24.0,  207,  103,   39
275, 55.0, 24.0,  110,  116,   39
277, 55.0, 24.0,  224,   99,   39
279, 55.0, 24.0,  199,  124,   39
281, 55.0, 24.0,  108,  158,   39
283, 55.0, 24.0,  189,  134,   39
285, 55.0, 24.0,  223,  140,   39
287, 55.0, 24.0,  138,  117,   39
289, 55.0, 24.0,  147,  138,   39
291, 54.0, 24.0,  235,   89,   39
293, 55.0, 24.0,  152,   86,   39
295, 55.0, 24.0,  143,   73,   39
297, 54.0, 24.0,  234,   85,   39
299, 54.0, 24.0,  188,  112,   39
301, 54.0, 24.0,  112,  116,   39
303, 54.0, 24.0,  152,  123,   39
305, 54.0, 24.0,  229,  110,   39
307, 54.0, 24.0,  221,  140,   39
309, 54.0, 24.0,  163,  163,   39
311, 54.0, 24.0,  111,  156,   39
314, 54.0, 24.0,  142,   82,   39
316, 54.0, 24.0,  214,   68,   39
318, 54.0, 24.0,  229,  123,   39
320, 54.0, 24.0,  160,  145,   39
322, 54.0, 24.0,  117,   75,   39
324, 54.0, 24.0,  218,  110,   39
326, 54.0, 24.0,  222,   83,   39
328, 54.0, 24.0,  161,  138,   39
330, 54.0, 24.0,  110,   66,   39
332, 54.0, 24.0,  151,   94,   39
334, 54.0, 24.0,  219,   85,   39
336, 54.0, 24.0,  226,  122,   39
338, 54.0, 24.0,  164,   48,   39
340, 54.0, 24.0,  109,  143,   39
342, 54.0, 24.0,  160,  104,   39
344, 54.0, 24.0,  229,  110,   39
346, 54.0, 24.0,  212,  107,   39
348, 55.0, 24.0,  131,  133,   39
350, 55.0, 24.0,  137,  110,   39
352, 55.0, 24.0,  222,   97,   39
354, 55.0, 24.0,  223,  143,   39
356, 55.0, 24.0,  156,   89,   39
358, 55.0, 24.0,  114,  108,   39
360, 55.0, 24.0,  214,   58,   39
362, 55.0, 24.0,  208,  173,   39
364, 55.0, 24.0,  111,   72,   39
366, 54.0, 24.0,  236,  147,   39
368, 54.0, 24.0,  110,  121,   39
370, 54.0, 24.0,  233,  114,   39
372, 54.0, 24.0,  129,   41,   39
374, 54.0, 24.0,  203,  107,   39
376, 54.0, 24.0,  188,  118,   39
378, 54.0, 24.0,  161,  134,   39
380, 54.0, 24.0,  217,  147,   39
382, 54.0, 24.0,  134,   38,   39
384, 54.0, 24.0,  236,  230,   39
386, 54.0, 24.0,  111,  190,   39
388, 54.0, 24.0,  233,   84,   39
391, 54.0, 24.0,  114,  148,   39
393, 54.0, 24.0,  213,  113,   39
395, 54.0, 24.0,  178,   63,   39
397, 54.0, 24.0,  147,  228,   39
399, 54.0, 24.0,  231,  200,   39
401, 54.0, 24.0,  109,   52,   39
403, 54.0, 24.0,  221,  115,   39
405, 54.0, 24.0,  166,   82,   39
407, 54.0, 24.0,  151,  103,   39
409, 54.0, 24.0,  231,   60,   39
411, 54.0, 24.0,  108,   94,   39
413, 54.0, 24.0,  224,  124,   39
415, 54.0, 24.0,  144,   51,   39
417, 54.0, 24.0,  189,  142,   39
419, 54.0, 24.0,  189,   91,   39
421, 54.0, 24.0,  170,  114,   39
423, 54.0, 24.0,  185,  230,   39
425, 54.0, 24.0,  185,   46,   39
427, 54.0, 24.0,  165,  176,   39
429, 54.0, 24.0,  198,   71,   39
431, 54.0, 24.0,  153,   65,   39
433, 54.0, 24.0,  206,  140,   39
435, 54.0, 24.0,  140,  117,   39
437, 54.0, 24.0,  215,  108,   39
439, 54.0, 24.0,  136,  131,   39
441, 54.0, 24.0,  204,   91,   39
443, 54.0, 24.0,  173,   65,   39
445, 54.0, 24.0,  161,  128,   39
447, 54.0, 24.0,  222,  114,   39
449, 54.0, 24.0,  120,  112,   39
451, 54.0, 24.0,  237,  157,   39
453, 54.0, 24.0,  115,   84,   39
455, 54.0, 24.0,  235,  134,   39
457, 54.0, 24.0,  134,  104,   39
459, 54.0, 24.0,  193,  126,   39
461, 54.0, 24.0,  203,  106,   39
463, 54.0, 24.0,  114,   79,   39
465, 54.0, 24.0,  233,  177,   39
467, 54.0, 24.0,  147,  127,   39
470, 54.0, 24.0,  169,   80,   39
472, 54.0, 24.0,  214,  123,   39
474, 54.0, 24.0,  109,  120,   39
476, 54.0, 24.0,  232,  127,   39
478, 54.0, 24.0,  135,  141,   39
480, 54.0, 24.0,  193,  121,   39
482, 54.0, 24.0,  198,  109,   39
484, 54.0, 24.0,  125,  243,   39
486, 54.0, 24.0,  232,   52,   39
488, 54.0, 24.0,  122,   78,   39
490, 54.0, 24.0,  196,  142,   39
492, 54.0, 24.0,  216,  161,   39
494, 54.0, 24.0,  114,   79,   39
